Floor,FloorAll,Area,City,Price,Link,PriceBySquare
9,15,45,Долгопрудный,25e3,https://www.avito.ru/dolgoprudnyy/kvartiry/1-k_kvartira_45_m_915_et._558801778,555.5555555555555
2,5,45,Львовский,18e3,https://www.avito.ru/lvovskiy/kvartiry/1-k_kvartira_45_m_25_et._858588050,400
2,14,43,Воскресенск,19e3,https://www.avito.ru/voskresensk/kvartiry/1-k_kvartira_43_m_214_et._1076267840,441.86046511627904
1,9,34,Серпухов,1e4,https://www.avito.ru/serpuhov/kvartiry/1-k_kvartira_34_m_19_et._988229070,294.11764705882354
15,17,46,Домодедово,18e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_46_m_1517_et._1177324009,391.30434782608694
8,12,41,Звенигород,2e4,https://www.avito.ru/zvenigorod/kvartiry/1-k_kvartira_41_m_812_et._950859385,487.8048780487805
14,17,42,Островцы,2e4,https://www.avito.ru/ostrovtsy/kvartiry/1-k_kvartira_42_m_1417_et._1207766163,476.1904761904762
14,14,42,Мытищи,3e4,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_42_m_1414_et._1078862292,714.2857142857143
3,9,35,Люберцы,21e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_35_m_39_et._1099115394,600
8,14,50,Апрелевка,2e4,https://www.avito.ru/aprelevka/kvartiry/1-k_kvartira_50_m_814_et._897928270,400
5,5,32,Люберцы,19e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_32_m_55_et._1047172055,593.75
9,17,38,Домодедово,2e4,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_38_m_917_et._1032745210,526.3157894736842
6,9,34,Клин,13e3,https://www.avito.ru/klin/kvartiry/1-k_kvartira_34_m_69_et._544904327,382.3529411764706
2,5,35,Чехов,12e3,https://www.avito.ru/moskovskaya_oblast_chehov/kvartiry/1-k_kvartira_35_m_25_et._930620393,342.85714285714283
1,9,36,Егорьевск,11500,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_36_m_19_et._1162503487,319.44444444444446
9,25,40,Балашиха,2e4,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_40_m_925_et._1087364895,500
6,9,33,Балашиха,2e4,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_33_m_69_et._946285404,606.060606060606
1,5,35,Подольск,21e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_35_m_15_et._1223103654,600
11,13,44,Дмитров,23e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_44_m_1113_et._1134202375,522.7272727272727
8,9,32,Фрязино,15e3,https://www.avito.ru/fryazino/kvartiry/1-k_kvartira_32_m_89_et._1081334603,468.75
2,5,30,Сергиев Посад,11e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_30_m_25_et._1117243408,366.6666666666667
10,10,35,Красногорск,23e3,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k_kvartira_35_m_1010_et._1088753503,657.1428571428571
12,22,40,Домодедово,25e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_40_m_1222_et._926827314,625
2,5,33,Лобня,17e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_33_m_25_et._968925992,515.1515151515151
16,22,42,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_42_m_1622_et._890472323,476.1904761904762
2,17,43,Химки,22e3,https://www.avito.ru/himki/kvartiry/1-k_kvartira_43_m_217_et._919158669,511.6279069767442
5,9,35,Наро-Фоминск,2e4,https://www.avito.ru/naro-fominsk/kvartiry/1-k_kvartira_35_m_59_et._1171465156,571.4285714285714
7,17,50.2,Звенигород,25e3,https://www.avito.ru/zvenigorod/kvartiry/1-k_kvartira_50.2_m_717_et._992039048,498.00796812749
1,17,35,Некрасовский,2e4,https://www.avito.ru/nekrasovskiy/kvartiry/1-k_kvartira_35_m_117_et._958875550,571.4285714285714
7,9,34,Ногинск,15e3,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_34_m_79_et._1164403326,441.1764705882353
7,16,40,Московский,27e3,https://www.avito.ru/moskovskaya_oblast_moskovskiy/kvartiry/1-k_kvartira_40_m_716_et._1099885313,675
11,18,40,Видное,25e3,https://www.avito.ru/vidnoe/kvartiry/1-k_kvartira_40_m_1118_et._1027101245,625
5,5,34,Подольск,17e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_34_m_55_et._1187253739,500
5,9,36,Коломна,15e3,https://www.avito.ru/kolomna/kvartiry/1-k_kvartira_36_m_59_et._458776178,416.6666666666667
6,14,38,Раменское,22e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_38_m_614_et._1067323887,578.9473684210526
4,5,35,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_35_m_45_et._971088545,571.4285714285714
2,5,30,Лобня,25e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_30_m_25_et._996210523,833.3333333333334
1,9,36,Серпухов,1e4,https://www.avito.ru/serpuhov/kvartiry/1-k_kvartira_36_m_19_et._1181155725,277.77777777777777
2,17,45,Домодедово,22e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_45_m_217_et._1094109297,488.8888888888889
1,2,25,Домодедово,16e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_25_m_12_et._1183404839,640
5,17,41,Подольск,18e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_41_m_517_et._1155562503,439.0243902439024
2,14,42,Подольск,21500,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_42_m_214_et._928685424,511.9047619047619
15,18,40,Щёлково,19500,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_40_m_1518_et._934744642,487.5
11,17,40,Пушкино,23e3,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_40_m_1117_et._1079145698,575
1,10,35,Серпухов,1e4,https://www.avito.ru/serpuhov/kvartiry/1-k_kvartira_35_m_110_et._1092857879,285.7142857142857
2,2,20,Долгопрудный,2e4,https://www.avito.ru/dolgoprudnyy/kvartiry/1-k_kvartira_20_m_22_et._993007396,1e3
7,9,30,Люберцы,25e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_30_m_79_et._1192807166,833.3333333333334
6,16,29,Домодедово,17e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_29_m_616_et._964475090,586.2068965517242
4,14,43,Щёлково,2e4,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_43_m_414_et._844075983,465.1162790697674
5,14,47,Щёлково,16e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_47_m_514_et._1176020961,340.4255319148936
3,9,42,Чехов,2e4,https://www.avito.ru/moskovskaya_oblast_chehov/kvartiry/1-k_kvartira_42_m_39_et._1036596305,476.1904761904762
9,17,44,Раменское,22e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_44_m_917_et._1218415459,500
2,5,32,Сергиев Посад,15e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_32_m_25_et._915743306,468.75
4,5,33,Красково,18e3,https://www.avito.ru/kraskovo/kvartiry/1-k_kvartira_33_m_45_et._1106757662,545.4545454545455
7,9,37,Павловский Посад,15e3,https://www.avito.ru/pavlovskiy_posad/kvartiry/1-k_kvartira_37_m_79_et._1156036153,405.4054054054054
1,2,28,Тучково,13e3,https://www.avito.ru/tuchkovo/kvartiry/1-k_kvartira_28_m_12_et._1100972583,464.2857142857143
4,5,31,Щёлково,17e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_31_m_45_et._1037297367,548.3870967741935
13,17,36,Балашиха,23e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_36_m_1317_et._1197712991,638.8888888888889
4,5,32,Клин,14e3,https://www.avito.ru/klin/kvartiry/1-k_kvartira_32_m_45_et._968454041,437.5
4,9,42,Клин,21e3,https://www.avito.ru/klin/kvartiry/1-k_kvartira_42_m_49_et._737105289,500
11,14,30,Воскресенск,12e3,https://www.avito.ru/voskresensk/kvartiry/1-k_kvartira_30_m_1114_et._1077272799,400
5,5,38,Сергиев Посад,13e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_38_m_55_et._951411494,342.10526315789474
3,5,30,Щёлково,16500,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_30_m_35_et._1106526502,550
3,17,39,Железнодорожный,23e3,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_39_m_317_et._1062003256,589.7435897435897
6,16,42,Фрязино,18e3,https://www.avito.ru/fryazino/kvartiry/1-k_kvartira_42_m_616_et._1219028835,428.57142857142856
4,5,35,Подольск,17e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_35_m_45_et._1206271002,485.7142857142857
3,3,35,Луховицы,1e4,https://www.avito.ru/luhovitsy/kvartiry/1-k_kvartira_35_m_33_et._1107433893,285.7142857142857
2,9,37,Лесной Городок,23e3,https://www.avito.ru/lesnoy_gorodok/kvartiry/1-k_kvartira_37_m_29_et._761870974,621.6216216216217
10,17,38,Раменское,17e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_38_m_1017_et._982048381,447.36842105263156
13,15,41,Коломна,16e3,https://www.avito.ru/kolomna/kvartiry/1-k_kvartira_41_m_1315_et._1000307841,390.2439024390244
10,17,42,Железнодорожный,2e4,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_42_m_1017_et._876408464,476.1904761904762
16,20,45,Одинцово,3e4,https://www.avito.ru/odintsovo/kvartiry/1-k_kvartira_45_m_1620_et._1186405883,666.6666666666666
3,3,31,Ивантеевка,18e3,https://www.avito.ru/moskovskaya_oblast_ivanteevka/kvartiry/1-k_kvartira_31_m_33_et._615293927,580.6451612903226
3,9,25,Орехово-Зуево,10500,https://www.avito.ru/orehovo-zuevo/kvartiry/1-k_kvartira_25_m_39_et._1076396098,420
7,9,34,Воскресенск,13e3,https://www.avito.ru/voskresensk/kvartiry/1-k_kvartira_34_m_79_et._916662456,382.3529411764706
11,12,38,Коломна,19e3,https://www.avito.ru/kolomna/kvartiry/1-k_kvartira_38_m_1112_et._877129011,500
3,3,40,Королев,2e4,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_40_m_33_et._1118680305,500
4,5,23,Белоозёрский,14e3,https://www.avito.ru/beloozyorskij/kvartiry/1-k_kvartira_23_m_45_et._833551520,608.695652173913
16,20,42,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_42_m_1620_et._1120054802,476.1904761904762
11,17,40,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_40_m_1117_et._967254599,500
3,5,36,Селятино,2e4,https://www.avito.ru/selyatino/kvartiry/1-k_kvartira_36_m_35_et._1151755076,555.5555555555555
5,10,41,Домодедово,2e4,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_41_m_510_et._1185731793,487.8048780487805
8,8,25,Одинцово,5e4,https://www.avito.ru/odintsovo/kvartiry/1-k_kvartira_25_m_88_et._1137217853,2e3
2,5,33,Железнодорожный,16e3,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_33_m_25_et._1100490389,484.8484848484849
2,5,30,Королев,2e4,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_30_m_25_et._1129622911,666.6666666666666
2,9,30,Орехово-Зуево,12e3,https://www.avito.ru/orehovo-zuevo/kvartiry/1-k_kvartira_30_m_29_et._1060298979,400
7,9,33,Ногинск,18e3,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_33_m_79_et._837482479,545.4545454545455
6,17,39,Люберцы,22e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_39_m_617_et._1021186253,564.1025641025641
7,12,35,Климовск,18e3,https://www.avito.ru/klimovsk/kvartiry/1-k_kvartira_35_m_712_et._1212119446,514.2857142857143
15,22,35,Раменское,22e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_35_m_1522_et._1132643771,628.5714285714286
7,10,42,Чехов,17e3,https://www.avito.ru/moskovskaya_oblast_chehov/kvartiry/1-k_kvartira_42_m_710_et._915648291,404.76190476190476
5,14,48,Подольск,21e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_48_m_514_et._1011108815,437.5
1,9,36,Солнечногорск,14e3,https://www.avito.ru/solnechnogorsk/kvartiry/1-k_kvartira_36_m_19_et._895558134,388.8888888888889
12,16,36,Домодедово,23e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_36_m_1216_et._1134473882,638.8888888888889
4,5,34,Пушкино,17e3,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_34_m_45_et._956946888,500
4,17,43,Железнодорожный,2e4,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_43_m_417_et._956940047,465.1162790697674
15,24,46,Химки,35e3,https://www.avito.ru/himki/kvartiry/1-k_kvartira_46_m_1524_et._363460303,760.8695652173913
9,9,34,Ногинск,15e3,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_34_m_99_et._1085306129,441.1764705882353
4,5,18,Раменское,1e4,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_18_m_45_et._1099235927,555.5555555555555
6,9,35,Большие Вяземы,23e3,https://www.avito.ru/bolshie_vyazemy/kvartiry/1-k_kvartira_35_m_69_et._971442389,657.1428571428571
1,5,33,Королев,2e4,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_33_m_15_et._1062619590,606.060606060606
3,5,30,Луховицы,15e3,https://www.avito.ru/luhovitsy/kvartiry/1-k_kvartira_30_m_35_et._1100943551,500
2,2,30,Апрелевка,19e3,https://www.avito.ru/aprelevka/kvartiry/1-k_kvartira_30_m_22_et._734160293,633.3333333333334
4,4,36,Лобня,22e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_36_m_44_et._810732236,611.1111111111111
5,5,50,Луховицы,13e3,https://www.avito.ru/luhovitsy/kvartiry/1-k_kvartira_50_m_55_et._1186640580,260
2,9,45,Королев,21e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_45_m_29_et._633632900,466.6666666666667
4,5,35,Королев,17e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_35_m_45_et._1104460903,485.7142857142857
5,17,42,Мытищи,23e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_42_m_517_et._863726966,547.6190476190476
14,17,45,Лобня,25e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_45_m_1417_et._1213755581,555.5555555555555
4,5,43,Ногинск,13500,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_43_m_45_et._970155817,313.95348837209303
7,16,42,Мытищи,23e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_42_m_716_et._861980262,547.6190476190476
4,18,44,Дмитров,16e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_44_m_418_et._969458837,363.6363636363636
3,5,33,Видное,2e4,https://www.avito.ru/vidnoe/kvartiry/1-k_kvartira_33_m_35_et._847201801,606.060606060606
11,17,40,Балашиха,22e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_40_m_1117_et._942723413,550
6,10,40,Егорьевск,14e3,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_40_m_610_et._845500568,350
5,16,38,Развилка,25e3,https://www.avito.ru/razvilka/kvartiry/1-k_kvartira_38_m_516_et._1210821552,657.8947368421053
3,11,35,Домодедово,15e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_35_m_311_et._989411993,428.57142857142856
5,9,58,Пушкино,21e3,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_58_m_59_et._1128825725,362.0689655172414
6,16,38,Мытищи,2e4,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_38_m_616_et._893314084,526.3157894736842
2,5,35,Ногинск,15e3,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_35_m_25_et._1223567938,428.57142857142856
12,17,42,Мытищи,24e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_42_m_1217_et._1160252274,571.4285714285714
3,5,36,Наро-Фоминск,2e4,https://www.avito.ru/naro-fominsk/kvartiry/1-k_kvartira_36_m_35_et._814539434,555.5555555555555
7,16,43,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_43_m_716_et._1074667957,465.1162790697674
2,9,32,Наро-Фоминск,18e3,https://www.avito.ru/naro-fominsk/kvartiry/1-k_kvartira_32_m_29_et._772361273,562.5
3,5,32,Люберцы,2e4,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_32_m_35_et._1016034491,625
15,16,42,Раменское,22e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_42_m_1516_et._942804468,523.8095238095239
4,14,52,Павловский Посад,15e3,https://www.avito.ru/pavlovskiy_posad/kvartiry/1-k_kvartira_52_m_414_et._1057536906,288.46153846153845
6,14,44,Дмитров,2e4,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_44_m_614_et._930258818,454.54545454545456
4,4,44.4,Лесные Поляны,23e3,https://www.avito.ru/lesnye_polyany/kvartiry/1-k_kvartira_44.4_m_44_et._807795922,518.018018018018
8,17,40,Подольск,26e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_40_m_817_et._1003693635,650
5,9,40,Щербинка,25e3,https://www.avito.ru/scherbinka/kvartiry/1-k_kvartira_40_m_59_et._1070188923,625
11,17,45,Раменское,21e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_45_m_1117_et._970547193,466.6666666666667
11,17,45,Раменское,21e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_45_m_1117_et._970547193,466.6666666666667
5,5,35,Шатура,1e4,https://www.avito.ru/shatura/kvartiry/1-k_kvartira_35_m_55_et._984099665,285.7142857142857
10,17,45,Мытищи,25e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_45_m_1017_et._959044622,555.5555555555555
5,5,16,Хотьково,1e4,https://www.avito.ru/hotkovo/kvartiry/1-k_kvartira_16_m_55_et._1192528380,625
8,17,33,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_33_m_817_et._1134612442,606.060606060606
7,14,35,Егорьевск,13e3,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_35_m_714_et._812754412,371.42857142857144
3,12,35,Фрязино,18e3,https://www.avito.ru/fryazino/kvartiry/1-k_kvartira_35_m_312_et._1104369219,514.2857142857143
13,16,31,Фрязино,17e3,https://www.avito.ru/fryazino/kvartiry/1-k_kvartira_31_m_1316_et._1087089110,548.3870967741935
8,14,50,Апрелевка,2e4,https://www.avito.ru/aprelevka/kvartiry/1-k_kvartira_50_m_814_et._899661606,400
12,17,40,Подольск,17e3,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_40_m_1217_et._1043332163,425
2,2,35,Домодедово,15e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_35_m_22_et._855380655,428.57142857142856
3,5,42,Дмитров,2e4,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_42_m_35_et._1151726063,476.1904761904762
9,14,40,Сергиев Посад,18e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_40_m_914_et._764459727,450
4,9,33,Сергиев Посад,15e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_33_m_49_et._1000819681,454.54545454545456
3,5,35,Щербинка,2e4,https://www.avito.ru/scherbinka/kvartiry/1-k_kvartira_35_m_35_et._892044363,571.4285714285714
4,4,44,Сергиев Посад,15e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_44_m_44_et._362537668,340.90909090909093
2,5,39,Сергиев Посад,16e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_39_m_25_et._771634633,410.2564102564103
9,9,34,Ногинск,16e3,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_34_m_99_et._1052207746,470.5882352941176
7,9,32,Балашиха,17e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_32_m_79_et._1126134518,531.25
4,4,33,Клин,14e3,https://www.avito.ru/klin/kvartiry/1-k_kvartira_33_m_44_et._1220753761,424.24242424242425
4,10,34,Коломна,14e3,https://www.avito.ru/kolomna/kvartiry/1-k_kvartira_34_m_410_et._925342316,411.7647058823529
8,14,55,Дмитров,16e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_55_m_814_et._1023667321,290.90909090909093
13,17,39,Балашиха,22e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_39_m_1317_et._972836511,564.1025641025641
22,24,40,Красногорск,3e4,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k_kvartira_40_m_2224_et._527346632,750
5,10,48,Пушкино,25e3,https://www.avito.ru/pushkino/kvartiry/1-k_kvartira_48_m_510_et._1212340592,520.8333333333334
4,5,35,Королев,25e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_35_m_45_et._1118704980,714.2857142857143
13,25,40,Юбилейный,18e3,https://www.avito.ru/yubileynyy/kvartiry/1-k_kvartira_40_m_1325_et._1179073901,450
5,16,40,Королев,23e3,https://www.avito.ru/korolev/kvartiry/1-k_kvartira_40_m_516_et._964456714,575
6,17,52,Раменское,22e3,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_52_m_617_et._1076662936,423.0769230769231
8,17,40,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_40_m_817_et._976829164,500
4,5,38,Домодедово,15e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_38_m_45_et._1064019306,394.7368421052632
3,5,33,Ступино,16e3,https://www.avito.ru/stupino/kvartiry/1-k_kvartira_33_m_35_et._1052263261,484.8484848484849
5,14,43,Балашиха,18e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_43_m_514_et._1123785208,418.6046511627907
5,9,38,Дмитров,16e3,https://www.avito.ru/dmitrov/kvartiry/1-k_kvartira_38_m_59_et._1087037511,421.05263157894734
4,9,33,Жуковский,21e3,https://www.avito.ru/zhukovskiy/kvartiry/1-k_kvartira_33_m_49_et._1211396808,636.3636363636364
3,5,22,Электроугли,14e3,https://www.avito.ru/elektrougli/kvartiry/1-k_kvartira_22_m_35_et._969299305,636.3636363636364
1,9,36,Наро-Фоминск,2e4,https://www.avito.ru/naro-fominsk/kvartiry/1-k_kvartira_36_m_19_et._1007992722,555.5555555555555
2,5,32,Воскресенск,12500,https://www.avito.ru/voskresensk/kvartiry/1-k_kvartira_32_m_25_et._1038943007,390.625
15,24,44,Одинцово,28e3,https://www.avito.ru/odintsovo/kvartiry/1-k_kvartira_44_m_1524_et._839148458,636.3636363636364
1,3,25,Балашиха,18e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_25_m_13_et._1056718762,720
2,5,36,Селятино,15e3,https://www.avito.ru/selyatino/kvartiry/1-k_kvartira_36_m_25_et._1163479972,416.6666666666667
5,5,31,Егорьевск,1e4,https://www.avito.ru/egorevsk/kvartiry/1-k_kvartira_31_m_55_et._967783020,322.5806451612903
2,12,47,Мытищи,27e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_47_m_212_et._916967127,574.468085106383
2,2,55,Наро-Фоминск,17e3,https://www.avito.ru/naro-fominsk/kvartiry/1-k_kvartira_55_m_22_et._1039729372,309.09090909090907
2,5,30,Щербинка,19999,https://www.avito.ru/scherbinka/kvartiry/1-k_kvartira_30_m_25_et._1065871368,666.6333333333333
5,9,40,Железнодорожный,17e3,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_40_m_59_et._538042472,425
7,10,35,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_35_m_710_et._901123916,571.4285714285714
10,14,30,Фрязино,18e3,https://www.avito.ru/fryazino/kvartiry/1-k_kvartira_30_m_1014_et._1214183464,600
6,13,45,Ногинск,18e3,https://www.avito.ru/noginsk/kvartiry/1-k_kvartira_45_m_613_et._997077014,400
2,4,30,Павловский Посад,13e3,https://www.avito.ru/pavlovskiy_posad/kvartiry/1-k_kvartira_30_m_24_et._1071882679,433.3333333333333
6,17,45,Люберцы,25e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_45_m_617_et._1072258002,555.5555555555555
8,14,42,Люберцы,25e3,https://www.avito.ru/lyubertsy/kvartiry/1-k_kvartira_42_m_814_et._1151592911,595.2380952380952
10,10,39,Орехово-Зуево,13e3,https://www.avito.ru/orehovo-zuevo/kvartiry/1-k_kvartira_39_m_1010_et._1199917695,333.3333333333333
6,9,38,Мытищи,23e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_38_m_69_et._1152719372,605.2631578947369
3,17,44,Балашиха,25e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_44_m_317_et._1162818270,568.1818181818181
2,5,30,Жуковский,15e3,https://www.avito.ru/zhukovskiy/kvartiry/1-k_kvartira_30_m_25_et._941352780,500
2,5,20,Климовск,17500,https://www.avito.ru/klimovsk/kvartiry/1-k_kvartira_20_m_25_et._1007115948,875
11,17,43,Щёлково,19e3,https://www.avito.ru/schelkovo/kvartiry/1-k_kvartira_43_m_1117_et._1036380328,441.86046511627904
5,17,38,Мытищи,23e3,https://www.avito.ru/mytischi/kvartiry/1-k_kvartira_38_m_517_et._1046958158,605.2631578947369
3,5,36,Электросталь,14500,https://www.avito.ru/elektrostal/kvartiry/1-k_kvartira_36_m_35_et._1108044093,402.77777777777777
1,4,25,Домодедово,19e3,https://www.avito.ru/domodedovo/kvartiry/1-k_kvartira_25_m_14_et._993599911,760
4,5,35,Видное,2e4,https://www.avito.ru/vidnoe/kvartiry/1-k_kvartira_35_m_45_et._962958837,571.4285714285714
8,18,46,Видное,26e3,https://www.avito.ru/vidnoe/kvartiry/1-k_kvartira_46_m_818_et._1046256692,565.2173913043479
4,17,40,Железнодорожный,2e4,https://www.avito.ru/moskovskaya_oblast_zheleznodorozhnyy/kvartiry/1-k_kvartira_40_m_417_et._1099994716,500
3,5,34,Видное,23e3,https://www.avito.ru/vidnoe/kvartiry/1-k_kvartira_34_m_35_et._1127945589,676.4705882352941
15,17,50,Сергиев Посад,17e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_50_m_1517_et._1139584953,340
4,9,32,Истра,2e4,https://www.avito.ru/istra/kvartiry/1-k_kvartira_32_m_49_et._1083732104,625
2,5,32,Бронницы,15e3,https://www.avito.ru/bronnitsy/kvartiry/1-k_kvartira_32_m_25_et._744026412,468.75
8,22,50,Подольск,2e4,https://www.avito.ru/podolsk/kvartiry/1-k_kvartira_50_m_822_et._927115461,400
4,17,40,Балашиха,18e3,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_40_m_417_et._1116656834,450
15,18,45,Сергиев Посад,19e3,https://www.avito.ru/sergiev_posad/kvartiry/1-k_kvartira_45_m_1518_et._730615638,422.22222222222223
10,16,39,Лобня,22e3,https://www.avito.ru/lobnya/kvartiry/1-k_kvartira_39_m_1016_et._1217076945,564.1025641025641
2,9,36,Раменское,2e4,https://www.avito.ru/ramenskoe/kvartiry/1-k_kvartira_36_m_29_et._1160660447,555.5555555555555
3,5,31,Солнечногорск,15e3,https://www.avito.ru/solnechnogorsk/kvartiry/1-k_kvartira_31_m_35_et._1035723479,483.8709677419355
3,5,35,Малаховка,17e3,https://www.avito.ru/malahovka/kvartiry/1-k_kvartira_35_m_35_et._1050563594,485.7142857142857
12,17,45,Балашиха,2e4,https://www.avito.ru/balashiha/kvartiry/1-k_kvartira_45_m_1217_et._784477357,444.44444444444446
